id,name,group,calories_kcal,protein_g,fat_g,carbs_g,fiber_g,solubleFiber_g,insolubleFiber_g,starch_g,sugar_g,saturatedFat_g,monounsaturatedFat_g,polyunsaturatedFat_g,transFat_g,cholesterol_mg,omega3_g,ala_mg,epa_mg,dha_mg,omega6_g,la_g,aa_g,histidine_g,isoleucine_g,leucine_g,lysine_g,methionine_g,cystine_g,phenylalanine_g,tyrosine_g,threonine_g,tryptophan_g,valine_g,arginine_g,alanine_g,asparticAcid_g,glutamicAcid_g,glycine_g,proline_g,serine_g,thiamin_mg,riboflavin_mg,niacin_mg,pantothenicAcid_mg,vitaminB6_mg,vitaminB12_ug,folate_ug,biotin_ug,choline_mg,vitaminA_ug,vitaminC_mg,vitaminD_ug,vitaminE_mg,vitaminK_ug,calcium_mg,copper_mg,iron_mg,magnesium_mg,manganese_mg,phosphorus_mg,potassium_mg,selenium_ug,sodium_mg,zinc_mg
175098,"Alcoholic beverage, liqueur, coffee with cream, 34 proof",Beverages,327.0,2.8,15.7,20.9,0.0,0,0,0,19.76,9.664,4.458,0.669,0,58.0,0.0,0,0.0,0.0,0.439,0.439,0.0,0.076,0.17,0.275,0.223,0.07,0.026,0.136,0.136,0.127,0.04,0.188,0.102,0.097,0.213,0.588,0.059,0.272,0.153,0.011,0.057,0.078,0.087,0.011,0.08,2.0,0,8.1,173.0,0.2,0.0,0.45,1.3,16.0,0.04,0.13,2.0,0.006,50.0,32.0,0.4,92.0,0.16
175097,"Alcoholic beverage, liqueur, coffee, 53 proof",Beverages,336.0,0.1,0.3,46.8,0.0,0,0,0,38.3,0.106,0.022,0.105,0.0,0.0,0.0,0,0.0,0.0,0.096,0.096,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.012,0.144,0.0,0.0,0.0,0.0,0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.06,3.0,0.014,6.0,30.0,0.4,8.0,0.03
173665,"Alcoholic beverage, liqueur, coffee, 63 proof",Beverages,308.0,0.1,0.3,32.2,0.0,0,0,0,32.2,0.106,0.022,0.105,0.0,0.0,0,0,0,0,0.097,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.012,0.144,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1.0,0.04,0.06,3.0,0.017,6.0,30.0,0.3,8.0,0.03
174141,"Alcoholic beverage, malt beer, hard lemonade",Beverages,68.0,0.0,0.0,10.07,0.0,0,0,0.0,9.77,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.01,0.225,0.041,0.022,0.01,4.0,0,4.4,0.0,2.8,0.0,0.02,0.0,4.0,0.008,0.03,4.0,0.006,7.0,27.0,0.3,5.0,0.01
168750,"Alcoholic beverage, pina colada, canned",Beverages,237.0,0.6,7.6,27.6,0.1,0,0,0,0,6.571,0.442,0.137,0.0,0.0,0,0,0,0,0.137,0.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.005,0.104,0.054,0.017,0.0,6.0,0,0,1.0,1.5,0,0,0,1.0,0.087,0.03,6.0,0.319,36.0,83.0,0.7,71.0,0.2
168752,"Alcoholic beverage, pina colada, prepared-from-recipe",Beverages,174.0,0.42,1.88,22.66,0.3,0,0,0,22.33,1.636,0.082,0.033,0.0,0.0,0.0,0,0.0,0.0,0.027,0.027,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0.017,0.118,0.061,0.045,0.0,12.0,0,0,0.0,4.9,0,0.02,0.1,8.0,0.079,0.21,8.0,0.528,7.0,71.0,0.7,6.0,0.13
167723,"Alcoholic beverage, rice (sake)",Beverages,134.0,0.5,0.0,5.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.009,0.1,6.0,0,6.0,25.0,1.4,2.0,0.02
168753,"Alcoholic beverage, tequila sunrise, canned",Beverages,110.0,0.3,0.1,11.3,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.016,0.19,0.088,0.05,0.0,11.0,0,0,5.0,19.3,0,0,0,0.0,0.042,0.02,7.0,0.014,10.0,10.0,0.0,57.0,0.6
173662,"Alcoholic beverage, whiskey sour",Beverages,149.0,0.0,0.03,13.17,0.0,0,0,0,0,0.005,0.001,0.012,0.0,0.0,0.0,0,0.0,0.0,0.008,0.008,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.006,0.02,0.008,0.0,0.0,0.0,0,0,0,1.6,0,0,0,1.0,0.009,0.08,1.0,0.006,6.0,5.0,0.1,20.0,0.06
174810,"Alcoholic beverage, whiskey sour, canned",Beverages,119.0,0.0,0.0,13.4,0.1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.006,0.02,0.008,0.0,0.0,0.0,0,0,1.0,1.6,0,0,0,0.0,0.009,0.01,1.0,0.006,6.0,11.0,0.1,44.0,0.06
174812,"Alcoholic beverage, whiskey sour, prepared from item 14028",Beverages,153.0,0.06,0.06,12.82,0.0,0,0,0,12.78,0.005,0.001,0.011,0.0,0.0,0.0,0,0.0,0.0,0.008,0.008,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.008,0.005,0.008,0.0,0.0,0.0,0,0,0.0,1.6,0,0.0,0.0,1.0,0.008,0.08,1.0,0.007,5.0,18.0,0.2,61.0,0.06
173164,"Alcoholic beverage, whiskey sour, prepared with water, whiskey and powder mix",Beverages,164.0,0.1,0.02,15.85,0.0,0,0,0,15.81,0.003,0.001,0.006,0.0,0.0,0.0,0,0.0,0.0,0.004,0.004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.002,0.005,0.01,0.0,0.0,0.0,0,0,0.0,0.4,0,0.0,0.0,46.0,0.034,0.08,3.0,0.007,4.0,4.0,0.1,47.0,0.04
169070,"Alcoholic beverage, wine, cooking",Beverages,50.0,0.5,0.0,6.3,0.0,0,0,0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.01,0.1,0,0.02,0.0,1.0,0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,0.011,0.4,10.0,0,15.0,88.0,0.2,626.0,0.08
175112,"Alcoholic beverage, wine, dessert, dry",Beverages,152.0,0.2,0.0,11.67,0.0,0,0,0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.018,0.213,0.032,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,8.0,0.045,0.24,9.0,0.119,9.0,92.0,0.5,9.0,0.07
173176,"Alcoholic beverage, wine, dessert, sweet",Beverages,160.0,0.2,0.0,13.69,0.0,0,0,0,7.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.018,0.213,0.032,0.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.045,0.24,9.0,0.119,9.0,92.0,0.5,9.0,0.07
169071,"Alcoholic beverage, wine, light",Beverages,49.0,0.07,0.0,1.17,0.0,0,0,0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.01,0.1,0,0.02,0.0,1.0,0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,0.011,0.4,10.0,0,15.0,88.0,0.2,7.0,0.08
173185,"Alcoholic beverage, wine, table, all",Beverages,83.0,0.07,0.0,2.72,0.0,0,0,0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.023,0.166,0.037,0.054,0.0,1.0,0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.007,0.37,11.0,0.124,20.0,99.0,0.2,5.0,0.13
173190,"Alcoholic beverage, wine, table, red",Beverages,85.0,0.07,0.0,2.61,0.0,0,0,0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.031,0.224,0.03,0.057,0.0,1.0,0,5.7,0.0,0.0,0.0,0.0,0.4,8.0,0.011,0.46,12.0,0.132,23.0,127.0,0.2,4.0,0.14
174837,"Alcoholic beverage, wine, table, white",Beverages,82.0,0.07,0.0,2.6,0.0,0,0,0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.015,0.108,0.045,0.05,0.0,1.0,0,4.3,0.0,0.0,0.0,0.0,0.4,9.0,0.004,0.27,10.0,0.117,18.0,71.0,0.1,5.0,0.12
174110,"Alcoholic beverage, wine, table, white, Chardonnay",Beverages,84.0,0.07,0.0,2.16,0.0,0,0,0,0.96,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.015,0.108,0.045,0.05,0.0,1.0,0,0,0,0.0,0,0,0,9.0,0.004,0.27,10.0,0.117,18.0,71.0,0.1,5.0,0.12
173195,"Alcoholic beverage, wine, table, white, Chenin Blanc",Beverages,80.0,0.07,0.0,3.31,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173196,"Alcoholic beverage, wine, table, white, Fume Blanc",Beverages,82.0,0.07,0.0,2.27,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174843,"Alcoholic beverage, wine, table, white, Gewurztraminer",Beverages,81.0,0.07,0.0,2.6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173198,"Alcoholic beverage, wine, table, white, Muller Thurgau",Beverages,76.0,0.07,0.0,3.48,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174849,"Alcoholic beverage, wine, table, white, Muscat",Beverages,82.0,0.07,0.0,5.23,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174848,"Alcoholic beverage, wine, table, white, Pinot Blanc",Beverages,81.0,0.07,0.0,1.94,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174841,"Alcoholic beverage, wine, table, white, Pinot Gris (Grigio)",Beverages,83.0,0.07,0.0,2.06,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173200,"Alcoholic beverage, wine, table, white, Riesling",Beverages,80.0,0.07,0.0,3.74,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173201,"Alcoholic beverage, wine, table, white, Sauvignon Blanc",Beverages,81.0,0.07,0.0,2.05,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174845,"Alcoholic beverage, wine, table, white, Semillon",Beverages,82.0,0.07,0.0,3.12,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173202,"Alcoholic beverage, wine, table, white, late harvest",Beverages,112.0,0.07,0.0,13.39,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174844,"Alcoholic beverage, wine, table, white, late harvest, Gewurztraminer",Beverages,108.0,0.07,0.0,11.39,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171906,"Alcoholic beverages, beer, higher alcohol",Beverages,58.0,0.9,0.0,0.27,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.09,1.1,0.21,0.09,0.02,18.0,0,10.1,0.0,0.0,0.0,0.0,0.0,8.0,0.008,0.03,12.0,0.022,32.0,62.0,0.6,4.0,0.01
171908,"Alcoholic beverages, wine, rose",Beverages,83.0,0.36,0.0,3.8,0.0,0,0,0,3.8,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.015,0.09,0.148,0.037,0.01,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.005,0.2,10.0,0.131,18.0,59.0,0.2,5.0,0.11
168384,"Alfalfa seeds, sprouted, raw",Vegetables and Vegetable Products,23.0,3.99,0.69,2.1,1.9,0,0,0,0.2,0.069,0.056,0.409,0.0,0.0,0.0,0,0.0,0.0,0.234,0.234,0.0,0,0.143,0.267,0.214,0,0,0,0,0.134,0,0.145,0,0,0,0,0,0,0,0.076,0.126,0.481,0.563,0.034,0.0,36.0,0,14.4,8.0,8.2,0.0,0.02,30.5,32.0,0.157,0.96,27.0,0.188,70.0,79.0,0.6,6.0,0.92
170683,"Amaranth grain, cooked",Cereal Grains and Pasta,102.0,3.8,1.58,18.69,2.1,0,0,16.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.022,0.235,0,0.113,0,22.0,0,0,0,0,0,0.19,0,47.0,0.149,2.1,65.0,0.854,148.0,135.0,5.5,6.0,0.86
170682,"Amaranth grain, uncooked",Cereal Grains and Pasta,371.0,13.56,7.02,65.25,6.7,0,0,57.27,1.69,1.459,1.685,2.778,0,0.0,0.042,42.0,0,0,2.736,2.736,0.0,0.389,0.582,0.879,0.747,0.226,0.191,0.542,0.329,0.558,0.181,0.679,1.06,0.799,1.261,2.259,1.636,0.698,1.148,0.116,0.2,0.923,1.457,0.591,0.0,82.0,0,69.8,0.0,4.2,0.0,1.19,0.0,159.0,0.525,7.61,248.0,3.333,557.0,508.0,18.7,4.0,2.87
168492,"Amaranth leaves, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,21.0,2.11,0.18,4.11,0,0,0,0,0,0.05,0.041,0.08,0.0,0.0,0,0,0,0,0.079,0.079,0,0.044,0.102,0.167,0.109,0.031,0.025,0.114,0.068,0.085,0.027,0.118,0.104,0.119,0.196,0.25,0.113,0.104,0.095,0.02,0.134,0.559,0.062,0.177,0.0,57.0,0,0,139.0,41.1,0.0,0,0,209.0,0.158,2.26,55.0,0.861,72.0,641.0,0.9,257.0,0.88
169202,"Amaranth leaves, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,21.0,2.11,0.18,4.11,0,0,0,0,0,0.05,0.041,0.08,0.0,0.0,0,0,0,0,0.079,0.079,0,0.044,0.102,0.167,0.109,0.031,0.025,0.114,0.068,0.085,0.027,0.118,0.104,0.119,0.196,0.25,0.113,0.104,0.095,0.02,0.134,0.559,0.062,0.177,0.0,57.0,0,0,139.0,41.1,0.0,0,0,209.0,0.158,2.26,55.0,0.861,72.0,641.0,0.9,21.0,0.88
168385,"Amaranth leaves, raw",Vegetables and Vegetable Products,23.0,2.46,0.33,4.02,0,0,0,0,0,0.091,0.076,0.147,0.0,0.0,0,0,0,0,0.145,0.145,0,0.052,0.119,0.195,0.127,0.036,0.029,0.133,0.08,0.099,0.031,0.137,0.121,0.139,0.229,0.292,0.132,0.121,0.111,0.027,0.158,0.658,0.064,0.192,0.0,85.0,0,0,146.0,43.3,0.0,0,1140.0,215.0,0.162,2.32,55.0,0.885,50.0,611.0,0.9,20.0,0.9
167590,"Andrea's, Gluten Free Soft Dinner Roll",Baked Products,257.0,5.65,8.2,40.24,2.9,0,0,34.3,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.14,0,31.0,0,0,0,0,0,0.52,0,41.0,0.111,0.89,42.0,0.671,128.0,165.0,9.2,544.0,0.77
172345,"Animal fat, bacon grease",Fats and Oils,897.0,0.0,99.5,0.0,0.0,0,0,0,0.0,39.004,44.874,11.144,0,95.0,0.0,0,0.0,0.0,10.149,10.149,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42.2,0.0,0.0,2.5,0.6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,150.0,0.11
167771,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid",Fruits and Fruit Juices,46.0,0.1,0.13,11.3,0.2,0,0,0,9.62,0.022,0.006,0.039,0.0,0.0,0.0,0,0.0,0.0,0.033,0.033,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.017,0.073,0.049,0.018,0.0,0.0,0,1.8,0.0,38.5,0.0,0.01,0.0,8.0,0.012,0.12,5.0,0.074,7.0,101.0,0.1,4.0,0.02
167800,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",Fruits and Fruit Juices,48.0,0.12,0.17,11.49,0.3,0,0,0,9.47,0.029,0.008,0.051,0.0,0.0,0.0,0,0.0,0.0,0.043,0.043,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.015,0.067,0.049,0.018,0.0,0.0,0,1.8,0.0,30.3,0.0,0.01,0.0,70.0,0.01,0.13,5.0,0.035,9.0,184.0,0.1,5.0,0.04
173933,"Apple juice, canned or bottled, unsweetened, without added ascorbic acid",Fruits and Fruit Juices,46.0,0.1,0.13,11.3,0.2,0,0,0,9.62,0.022,0.006,0.039,0.0,0.0,0.0,0,0.0,0.0,0.033,0.033,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.017,0.073,0.049,0.018,0.0,0.0,0,1.8,0.0,0.9,0.0,0.01,0.0,8.0,0.012,0.12,5.0,0.074,7.0,101.0,0.1,4.0,0.02
173935,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water without added ascorbic acid",Fruits and Fruit Juices,47.0,0.14,0.1,11.54,0.1,0,0,0,10.93,0.018,0.002,0.031,0.0,0.0,0.0,0,0.0,0.0,0.027,0.027,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.015,0.038,0.063,0.033,0.0,0.0,0,1.8,0.0,0.6,0.0,0.01,0.0,6.0,0.014,0.26,5.0,0.063,7.0,126.0,0.1,7.0,0.04
167775,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added ascorbic acid",Fruits and Fruit Juices,47.0,0.14,0.1,11.54,0.1,0,0,0,0,0.018,0.002,0.031,0.0,0.0,0,0,0,0,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.015,0.038,0.063,0.033,0.0,0.0,0,0,0.0,25.0,0.0,0,0,6.0,0.014,0.26,5.0,0.063,7.0,126.0,0.1,7.0,0.04
168188,"Apple juice, frozen concentrate, unsweetened, undiluted, with added ascorbic acid",Fruits and Fruit Juices,166.0,0.51,0.37,41.0,0,0,0,0,38.83,0.06,0.015,0.108,0.0,0.0,0,0,0,0,0.089,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.054,0.135,0.223,0.116,0.0,1.0,0,0,0.0,88.9,0.0,0,0,20.0,0.05,0.91,17.0,0.225,25.0,448.0,0.4,25.0,0.13
173934,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",Fruits and Fruit Juices,166.0,0.51,0.37,41.0,0.4,0,0,0,38.83,0.06,0.015,0.108,0.0,0.0,0.0,0,0.0,0.0,0.089,0.089,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.054,0.135,0.223,0.116,0.0,1.0,0,6.5,0.0,2.1,0.0,0.04,0.0,20.0,0.05,0.91,17.0,0.225,25.0,448.0,0.4,25.0,0.13
173930,"Apples, canned, sweetened, sliced, drained, heated",Fruits and Fruit Juices,67.0,0.18,0.43,16.84,2.0,0,0,0,14.84,0.07,0.017,0.126,0.0,0.0,0.0,0,0.0,0.0,0.104,0.104,0.0,0.003,0.007,0.011,0.011,0.002,0.002,0.005,0.003,0.007,0.002,0.008,0.006,0.007,0.032,0.019,0.007,0.006,0.007,0.009,0.01,0.081,0.032,0.044,0.0,0.0,0,3.2,3.0,0.2,0.0,0.21,0.6,4.0,0.051,0.24,3.0,0.165,6.0,70.0,0.3,3.0,0.05
171690,"Apples, dehydrated (low moisture), sulfured, stewed",Fruits and Fruit Juices,74.0,0.28,0.12,19.91,2.6,0,0,0,0,0.02,0.005,0.036,0,0.0,0,0,0,0,0.03,0.03,0,0.004,0.011,0.017,0.018,0.003,0.004,0.008,0.005,0.01,0.003,0.013,0.009,0.01,0.049,0.029,0.011,0.01,0.011,0.008,0.029,0.14,0.08,0.054,0.0,0.0,0,0,1.0,0.6,0.0,0,0,4.0,0.058,0.43,5.0,0.027,12.0,136.0,0.4,26.0,0.06
173931,"Apples, dehydrated (low moisture), sulfured, uncooked",Fruits and Fruit Juices,346.0,1.32,0.58,93.53,12.4,0,0,0,81.13,0.095,0.024,0.171,0,0.0,0.0,0,0.0,0.0,0.141,0.141,0.0,0.021,0.052,0.081,0.082,0.013,0.018,0.037,0.025,0.047,0.012,0.061,0.042,0.047,0.23,0.137,0.052,0.045,0.054,0.046,0.13,0.68,0.432,0.28,0.0,1.0,0,23.1,4.0,2.2,0.0,0.75,4.3,19.0,0.271,2.0,22.0,0.128,55.0,640.0,1.8,124.0,0.29
171693,"Apples, dried, sulfured, stewed, with added sugar",Fruits and Fruit Juices,83.0,0.2,0.07,20.73,1.9,0,0,0,0,0.011,0.003,0.02,0,0.0,0,0,0,0,0.017,0.017,0,0.003,0.008,0.012,0.013,0.002,0.003,0.006,0.004,0.007,0.002,0.009,0.006,0.007,0.035,0.021,0.008,0.007,0.008,0.006,0.018,0.121,0.054,0.047,0.0,0.0,0,0,1.0,0.9,0.0,0,0,3.0,0.042,0.31,3.0,0.02,8.0,98.0,0,19.0,0.04
171692,"Apples, dried, sulfured, stewed, without added sugar",Fruits and Fruit Juices,57.0,0.22,0.07,15.32,2.0,0,0,0,13.32,0.012,0.003,0.022,0,0.0,0.0,0,0.0,0.0,0.018,0.018,0.0,0.003,0.008,0.013,0.013,0.002,0.003,0.006,0.004,0.008,0.002,0.01,0.007,0.008,0.037,0.022,0.008,0.007,0.009,0.006,0.019,0.129,0.057,0.05,0.0,0.0,0,3.8,1.0,1.0,0.0,0.12,0.7,3.0,0.044,0.33,4.0,0.021,9.0,105.0,0.3,20.0,0.05
171691,"Apples, dried, sulfured, uncooked",Fruits and Fruit Juices,243.0,0.93,0.32,65.89,8.7,0,0,0,57.19,0.052,0.013,0.093,0,0.0,0.0,0,0.0,0.0,0.077,0.077,0.0,0.015,0.037,0.057,0.058,0.009,0.012,0.026,0.017,0.033,0.009,0.043,0.029,0.033,0.162,0.097,0.037,0.032,0.038,0.0,0.159,0.927,0.245,0.125,0.0,0.0,0,17.6,0.0,3.9,0.0,0.53,3.0,14.0,0.191,1.4,16.0,0.09,38.0,450.0,1.3,87.0,0.2
173932,"Apples, frozen, unsweetened, heated (Includes foods for USDA's Food Distribution Program)",Fruits and Fruit Juices,47.0,0.29,0.33,12.0,1.3,0,0,0,0,0.053,0.013,0.095,0.0,0.0,0,0,0,0,0.079,0.079,0,0.005,0.011,0.018,0.018,0.003,0.004,0.008,0.005,0.01,0.003,0.013,0.009,0.01,0.05,0.03,0.011,0.01,0.012,0.014,0.011,0.043,0.057,0.032,0.0,1.0,0,0,0,0.4,0.0,0,0,5.0,0.065,0.19,3.0,0.146,8.0,76.0,0.2,3.0,0.05
171694,"Apples, frozen, unsweetened, unheated (Includes foods for USDA's Food Distribution Program)",Fruits and Fruit Juices,48.0,0.28,0.32,12.31,1.3,0,0,0,10.1,0.053,0.013,0.095,0.0,0.0,0,0,0,0,0.078,0.078,0,0.004,0.011,0.017,0.017,0.003,0.004,0.008,0.005,0.01,0.003,0.013,0.009,0.01,0.048,0.029,0.011,0.009,0.011,0.013,0.011,0.042,0.054,0.034,0.0,1.0,0,0,0,0.1,0.0,0,0,4.0,0.058,0.18,3.0,0.169,8.0,77.0,0.2,3.0,0.05
167793,"Apples, raw, fuji, with skin (Includes foods for USDA's Food Distribution Program)",Fruits and Fruit Juices,63.0,0.2,0.18,15.22,2.1,0,0,0.05,11.68,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.026,0.07,0.051,0.045,0,3.0,0,3.4,2.0,0,0,0.18,1.0,7.0,0.025,0.1,5.0,0.031,13.0,109.0,0.0,1.0,0.04
168204,"Apples, raw, gala, with skin (Includes foods for USDA's Food Distribution Program)",Fruits and Fruit Juices,57.0,0.25,0.12,13.68,2.3,0,0,0.05,10.37,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.029,0.075,0.055,0.049,0,3.0,0,3.4,1.0,0,0,0.18,1.3,7.0,0.021,0.12,5.0,0.037,11.0,108.0,0.0,1.0,0.05
